date,year,month,quarter,mode,scenario,ads_revenue,cloud_revenue,new_geo_revenue,device_revenue,revenue,platform_revenue,frontier_revenue,total_mau_m,cloud_customers,cloud_arpu_annual,device_units,marketing_spend,gross_logo_adds,churn_rate,compute_units,infra_unit_cost,cogs,gross_profit,rnd_expense,snm_expense,gna_expense,opex,operating_income,sbc,interest_income,tax,net_income,platform_operating_income,frontier_operating_income,depreciation,capex,headcount_total,hc_Engineering,hc_Research,hc_Sales_Marketing,hc_G_and_A,hc_Operations,comp_Engineering,comp_Research,comp_Sales_Marketing,comp_G_and_A,comp_Operations,cash,accounts_receivable,accounts_payable,deferred_revenue,ppe_net,other_assets,total_assets,total_liabilities,retained_earnings,paid_in_capital,total_equity,balance_check,cfo,cfi,cff,net_change_in_cash,event_notes,mau_NA,mau_EU,mau_APAC,mau_LATAM,mau_ROW,arpu_NA,arpu_EU,arpu_APAC,arpu_LATAM,arpu_ROW,fx_NA,fx_EU,fx_APAC,fx_LATAM,fx_ROW,adsrev_NA,adsrev_EU,adsrev_APAC,adsrev_LATAM,adsrev_ROW
2023-04-01,2023,4,2023-Q2,plan,Hiring Freeze (all functions),1849921021.977001,43534911.70743284,0.0,125440245.0,2018896178.6844337,1893455933.6844337,125440245.0,3284.8888929520945,10514.030587382174,49687.789677552006,291721.5,9223884.8,685.0889908753048,0.011,2318024409.5900793,0.083984580826885,415856487.44883263,1603039691.235601,577953378.2607956,228124259.8,203063153.26079553,1009140791.3215911,593898899.9140098,294134833.3333333,88460821.00608231,109177555.34721474,573182165.5728774,926814333.9807882,-332915434.0667784,44618021.73863684,565290930.0316415,48500.0,21000.0,4200.0,9800.0,6100.0,7400.0,406000000.0,93800000.0,145366666.66666666,78283333.33333333,74616666.66666667,30596428375.314407,2523620223.355542,1858049672.1157763,71832604.31726418,2031895953.483272,12000000000.0,47151944552.15322,1929882276.4330404,18675726228.26958,26546336047.450596,45222062275.72018,7.62939453125e-06,832294960.4035449,-565290930.0316415,0.0,267004030.37190342,,412.7153109196464,525.1488497059797,1206.9147636882124,371.6208415642923,768.4891270739636,18.790925678030224,12.353488572734092,4.715206160012042,3.2060122114176948,1.976399757631829,1.0,1.05,0.93,0.88,0.85,646275227.8063511,567649277.4598864,441041024.44729066,87370870.11197904,107584622.1514938
2023-05-01,2023,5,2023-Q2,plan,Hiring Freeze (all functions),1889065389.8009107,46554931.44751981,0.0,131712257.25,2067332578.4984305,1935620321.2484305,131712257.25,3303.945147096939,11088.155417367703,50383.41873303773,306307.575,9592840.192000002,689.7791664467339,0.011,2343095057.6925936,0.08373262708440433,433955262.8309344,1633377315.6674962,579762294.2669816,228493215.19199997,204872069.26698166,1013127578.7259631,620249736.9415331,294134833.3333333,89239582.76133369,113518291.15245868,595971028.5504081,955933036.333925,-335683299.39239186,56677461.779877685,578853121.9795606,48500.0,21000.0,4200.0,9800.0,6100.0,7400.0,406000000.0,93800000.0,145366666.66666666,78283333.33333333,74616666.66666667,30925946056.60317,2584165723.1230383,1875199618.9168324,76815636.88840769,2554071613.682955,12000000000.0,48064183393.409164,1952015255.8052402,19271697256.81999,26840470880.783928,46112168137.60391,1.52587890625e-05,908370803.2683226,-578853121.9795606,0.0,329517681.288762,,413.3969438101775,526.4440084399696,1213.7388352323114,374.58419834123333,775.7811612732469,19.10285561579546,12.548825245622202,4.804435929913189,3.2739500452902,2.021208409292975,1.0,1.05,0.93,0.88,0.85,658088510.8014108,578047213.0578283,451928111.38788533,89933796.56244677,111067757.9913394
2023-06-01,2023,6,2023-Q2,plan,Hiring Freeze (all functions),1928879947.5014691,49644442.486190446,0.0,138297870.1125,2116822260.1001596,1978524389.9876597,138297870.1125,3323.1371283430694,11660.744941025627,51088.78659530026,321622.95375000004,9976553.799680002,694.5592332489687,0.011,2368545791.864995,0.08348142920315112,452615017.9515815,1664207242.1485782,581614513.7445693,228876928.79968,206724288.7445693,1017215731.2888186,646991510.8597596,294134833.3333333,90200675.99842592,117950749.89730969,619241436.9608759,985492665.3643646,-338501154.5046051,69025591.63046195,592710232.8280448,48500.0,21000.0,4200.0,9800.0,6100.0,7400.0,406000000.0,93800000.0,145366666.66666666,78283333.33333333,74616666.66666667,31276662370.57301,2646027825.1251993,1892988712.578403,81913330.10221425,3077756254.8805375,12000000000.0,49000446450.57874,1974902042.6806173,19890938693.780865,27134605714.11726,47025544407.898125,0.0,943426546.7978872,-592710232.8280448,0.0,350716313.96984243,,414.0797024728454,527.7423613847955,1220.6014910690549,377.57118534125465,783.1423880751191,19.418021603654683,12.745975909282114,4.894864733575382,3.342993200711002,2.0668262529782218,1.0,1.05,0.93,0.88,0.85,670050717.3543845,588576749.6453477,463037637.4097169,92562646.39454858,114652196.69747145
2023-07-01,2023,7,2023-Q3,plan,Hiring Freeze (all functions),1930761072.688394,52805167.48030596,0.0,145212763.61812502,2128779003.786825,1983566240.1687,145212763.61812502,3342.4659095737725,12231.905791172034,51804.02960763447,337704.10143750004,10375615.951667203,699.4290444976879,0.011,2394384544.6402373,0.08323098491554166,468994426.3913075,1659784577.3955173,583477195.3728828,229275990.9516672,208586970.37288275,1021340156.6974328,638444420.6980846,294134833.3333333,91223598.58083795,116746883.08462761,612921136.1942949,979770156.6844158,-341325735.98633116,81443469.15255176,596058121.0603111,48500.0,21000.0,4200.0,9800.0,6100.0,7400.0,406000000.0,93800000.0,145366666.66666666,78283333.33333333,74616666.66666667,31673204195.909214,2660973754.733531,1906819953.662779,87128526.34250484,3592370906.7882967,12000000000.0,49926548857.431046,1993948480.0052838,20503859829.97516,27428740547.450592,47932600377.42575,7.62939453125e-06,992599946.3965151,-596058121.0603111,0.0,396541825.33620405,,414.76358876695423,529.0439164182429,1227.502949359643,380.58199099507345,790.5734640338588,19.349463108246823,12.691132188294613,4.8887320681627635,3.3462330971604404,2.0718298918342777,1.0,1.05,0.93,0.88,0.85,668787729.9575198,587489549.2092382,465072310.00316167,93391177.32640164,116020306.19207267
2023-08-01,2023,8,2023-Q3,plan,Hiring Freeze (all functions),1932486000.9735296,56038869.23231658,0.0,152473401.79903126,2140998272.0048773,1988524870.205846,152473401.79903126,3361.9325726608286,12801.743212431084,52529.28602214135,354589.30650937505,10790640.589733891,704.3883849619409,0.011,2420619423.005268,0.08298129196079504,485753800.29810387,1655244471.7067735,585350568.860887,229691015.5897339,210460343.86088702,1025501928.3115079,629742543.3952656,294134833.3333333,92380178.90473521,115539635.56800012,606583086.7320007,973898186.608629,-344155643.2133634,93932625.73924688,599479516.1613657,48500.0,21000.0,4200.0,9800.0,6100.0,7400.0,406000000.0,93800000.0,145366666.66666666,78283333.33333333,74616666.66666667,32072859887.137035,2676247840.006097,1921243092.629133,92464134.23332237,4097917797.2104154,12000000000.0,50847025524.35355,2013707226.8624554,21110442916.70716,27722875380.783924,48833318297.49109,7.62939453125e-06,999135207.3891865,-599479516.1613657,0.0,399655691.22782075,,415.44860455487907,530.3486814375264,1234.4434294987911,383.61680523597994,798.0750519336522,19.279218555132704,12.635260797869831,4.882118825519435,3.349141185975686,2.076637959578497,1.0,1.05,0.93,0.88,0.85,667460370.4698678,586345716.5798341,467069211.7300988,94217701.75020379,117393000.44352518
2023-09-01,2023,9,2023-Q3,plan,Hiring Freeze (all functions),2012991408.234994,59347351.2410992,0.0,160097071.88898283,2232435831.365076,2072338759.476093,160097071.88898283,3381.538208542638,13370.36100871629,53264.69602645133,372318.7718348438,11222266.213323247,709.436971621949,0.011,2447258710.7653313,0.08273234808491266,508757691.9319986,1723678139.4330773,587303950.2133315,230122641.21332324,212413725.21333146,1029840316.6399862,693837822.7930912,294134833.3333333,93545841.33748302,125981386.26089188,661402277.8696823,1040914890.9353707,-347077068.1422795,106955168.08887649,625082032.7822213,48500.0,21000.0,4200.0,9800.0,6100.0,7400.0,406000000.0,93800000.0,145366666.66666666,78283333.33333333,74616666.66666667,32425926467.782745,2790544789.206345,1945737380.650931,97923129.54781368,4616044661.90376,12000000000.0,51832515918.89285,2043660510.1987445,21771845194.576843,28017010214.117256,49788855408.6941,7.62939453125e-06,978148613.427933,-625082032.7822213,0.0,353066580.64571166,,416.13475170207073,531.6566643593368,1241.4231521217046,386.67581951181904,805.6478208477072,19.99123925289903,13.091753987290247,5.0739973671392296,3.4885142721627034,2.166193581315817,1.0,1.05,0.93,0.88,0.85,693254115.226819,609027847.3558807,488170779.916269,98921101.77159397,123617563.96443099
2023-10-01,2023,10,2023-Q4,plan,Hiring Freeze (all functions),2115028401.838214,62732458.25142778,0.0,168101925.48343197,2345862785.5730734,2177760860.0896416,168101925.48343197,3401.2839173030397,13937.86149215089,54010.40177082165,390934.710426586,11671156.861856177,714.5744545304791,0.011,2474310870.9029727,0.08248415104065791,534104686.572342,1811758099.0007315,589356580.150708,230571531.86185616,214466355.1507079,1034394467.1632721,777363631.8374593,294134833.3333333,94575618.86436634,139510280.1122921,732428970.5895336,1127476081.736277,-350112449.8988179,120639367.67138608,656841579.9604607,48500.0,21000.0,4200.0,9800.0,6100.0,7400.0,406000000.0,93800000.0,145366666.66666666,78283333.33333333,74616666.66666667,32807829305.401814,2932328481.966342,1973476892.8291616,103508556.11485583,5152246874.192835,12000000000.0,52892404661.56099,2076985448.9440174,22504274165.166378,28311145047.45059,50815419212.61697,7.62939453125e-06,1038744417.579529,-656841579.9604607,0.0,381902837.6190684,,416.82203207706107,532.96787311989,1248.4423391110915,389.75922679706775,813.2924461979292,20.90887774262723,13.682081635071725,5.319034974112883,3.665120591290015,2.2791581262233884,1.0,1.05,0.93,0.88,0.85,726273409.0943929,638059620.5284773,514639406.02937746,104757734.97047526,131298231.21549098
2023-11-01,2023,11,2023-Q4,plan,Hiring Freeze (all functions),2299809278.9266148,66196076.802676536,0.0,176507021.7576036,2542512377.486895,2366005355.7292914,176507021.7576036,3421.1708082508308,14504.345433609473,54766.547395613154,410481.4459479153,12138003.136330426,719.8004178722416,0.011,2501784547.9342813,0.08223669858753593,566436428.3082261,1976075949.178669,591581278.481009,231038378.13633043,216691053.48100895,1039310710.0983484,936765239.0803206,294134833.3333333,95689502.1407553,165192758.59537214,867261982.6257038,1290117344.0645304,-353352104.9842098,135470689.87339297,711903465.6963307,48500.0,21000.0,4200.0,9800.0,6100.0,7400.0,406000000.0,93800000.0,145366666.66666666,78283333.33333333,74616666.66666667,33191040617.32051,3178140471.8586187,2011821183.8944776,109223526.72441629,5728679650.015773,12000000000.0,54097860739.1949,2121044710.6188939,23371536147.792084,28605279880.78392,51976816028.576004,0.0,1095114777.6150298,-711903465.6963307,0.0,383211311.91869915,,417.5104475514679,534.2823156749746,1255.501213604218,392.8672216050085,821.0096098151619,22.63158768340776,14.79789057526056,5.770437571627668,3.9850091742557594,2.481675209742815,1.0,1.05,0.93,0.88,0.85,787410358.5416552,691796983.8198208,561471331.5009583,114809162.03975749,144321443.02442268
2023-12-01,2023,12,2023-Q4,plan,Hiring Freeze (all functions),2447670386.8000007,69740135.77740623,0.0,185332372.84548378,2702742895.4228907,2517410522.577407,185332372.84548378,3441.2000000000016,15069.912015054311,55533.27905915174,431005.5182453111,12623523.261783643,725.1143812145414,0.011,2529688570.265107,0.08198998849177333,597245481.3204236,2105497414.102467,593946178.514504,231523898.2617836,219055953.51450396,1044526030.2907915,1060971383.8116755,294134833.3333333,96807201.80051816,185244573.697951,972534011.9142426,1417724602.2689734,-356753218.4572978,151236690.09669316,756768010.7184094,48500.0,21000.0,4200.0,9800.0,6100.0,7400.0,406000000.0,93800000.0,145366666.66666666,78283333.33333333,74616666.66666667,33692390171.93434,3378428619.278613,2046473663.9941387,115071224.03272028,6334210970.637489,12000000000.0,55405029761.85044,2161544888.026859,24344070159.706326,28899414714.117252,53243484873.82358,7.62939453125e-06,1258117565.3322399,-756768010.7184094,0.0,501349554.61383045,,418.2000000000003,535.6000000000003,1262.6000000000001,396.0000000000001,828.8000000000008,23.97599999999999,15.664799999999998,6.127199999999999,4.240799999999997,2.6447999999999987,1.0,1.05,0.93,0.88,0.85,835563600.0000001,734130852.0000004,599555710.8000001,123152831.99999994,155267392.00000006
2024-01-01,2024,1,2024-Q1,plan,Hiring Freeze (all functions),1938618642.5712752,73366606.95053054,0.0,194598991.48775798,2206584241.009564,2011985249.5218058,194598991.48775798,3461.372620550677,15634.658783829971,56310.744965979866,452555.7941575767,13128464.192254988,730.5158009412578,0.011,2558031952.5501685,0.081744018526298,580470614.0105822,1626113626.9989817,595876939.7253873,232028839.19225496,220986714.72538733,1048892493.6430297,577221133.355952,294134833.3333333,98269471.3348085,108078496.75052167,567412107.9402388,936804975.1270984,-359583841.7711464,164108431.50258228,617843587.4826779,48500.0,21000.0,4200.0,9800.0,6100.0,7400.0,406000000.0,93800000.0,145366666.66666666,78283333.33333333,74616666.66666667,34683141598.7689,2758230301.261955,2003231310.0829017,121054901.4683754,6787946126.617584,12000000000.0,56229318026.64844,2124286211.5512772,24911482267.646564,29193549547.450584,54105031815.09715,7.62939453125e-06,1608595014.317231,-617843587.4826779,0.0,990751426.834553,,418.8906913004633,536.9209340900461,1269.7389239661381,399.157759609846,836.6643115841832,18.902038806301984,12.340140661053955,4.841562905899272,3.3584313070243956,2.097543338936544,1.0,1.05,0.93,0.88,0.85,659824008.5466684,579746986.9218692,476432867.7699456,98306553.86313112,124308225.46966107
2024-02-01,2024,2,2024-Q1,plan,Hiring Freeze (all functions),1939315604.2519355,77077505.5398017,0.0,204328941.0621459,2220722050.853883,2016393109.791737,204328941.0621459,3481.6898073707857,16198.681609069003,57099.09539550359,475183.5838654555,13653602.759945188,736.0040718611623,0.011,2586823898.058178,0.0814987864707191,599881231.843785,1620840819.0100977,597820071.5198845,232553977.75994515,222929846.51988447,1053303895.7997141,567536923.2103837,294134833.3333333,101159162.9964093,106991373.79308687,561704712.4137061,929945224.163713,-362408300.9533294,177062643.4658966,621802174.2390872,48500.0,21000.0,4200.0,9800.0,6100.0,7400.0,406000000.0,93800000.0,145366666.66666666,78283333.33333333,74616666.66666667,35101282005.73405,2775902563.5673532,2021820981.7073028,127177884.1406728,7232685657.390775,12000000000.0,57109870226.69218,2148998865.8479757,25473186980.060272,29487684380.783916,54960871360.84419,7.62939453125e-06,1039942581.2042359,-621802174.2390872,0.0,418140406.9651487,,419.58252333376356,538.2451259599094,1276.9182124462902,402.3406996382615,844.603245992561,18.821275783620887,12.277893252894579,4.8318961191050365,3.359182782159586,2.1010555598153546,1.0,1.05,0.93,0.88,0.85,658089865.4710258,578245167.5373245,478170052.0228672,99112636.39103858,125697882.82967925
2024-03-01,2024,3,2024-Q1,plan,Hiring Freeze (all functions),2024165409.2403178,80874890.75839256,0.0,214545388.11525318,2319585688.1139636,2105040299.9987104,214545388.11525318,3502.152707478457,16762.07464034986,57898.48273104064,498942.7630587283,14199746.870342996,741.578528980614,0.011,2616073801.046246,0.08125429011130694,626051858.5655257,1693533829.548438,599849708.9969842,233100121.87034297,224959483.99698418,1057909314.8643115,635624514.6841266,294134833.3333333,102378739.18339097,118080520.61880282,619922733.2487148,1000942302.6945478,-365317788.01042116,190593559.97989473,649483992.6719099,48500.0,21000.0,4200.0,9800.0,6100.0,7400.0,406000000.0,93800000.0,145366666.66666666,78283333.33333333,74616666.66666667,35468633526.09918,2899482110.1424546,2051319229.1468313,133443569.75134774,7691576090.08279,12000000000.0,58059691726.32443,2184762798.898179,26093109713.308987,29781819214.11725,55874928927.42624,1.52587890625e-05,1016835513.0370449,-649483992.6719099,0.0,367351520.36513495,,420.27549798391414,539.5725836441541,1284.1380936672872,405.5490208774404,852.6175113056612,19.5534167109382,12.745614705958696,5.031329826170855,3.5056131639726322,2.1958229533256644,1.0,1.05,0.93,0.88,0.85,684818495.4563783,601753622.4898676,500721477.5982564,104257852.32310557,132613961.37270989
2024-04-01,2024,4,2024-Q2,plan,Hiring Freeze (all functions),2110704496.5957065,84760866.37038468,0.0,225272657.52101582,2420738020.487107,2195465362.966091,225272657.52101582,3522.7624775251484,17324.930268735814,58709.06148927521,523889.9012116647,14767736.745156717,747.2384494298037,0.011,2645791249.146962,0.08101052724097302,653240585.6452603,1767497434.8418465,601967854.7649105,233668111.7451567,227077629.7649104,1062713596.2749777,704783838.5668688,294134833.3333333,103450181.11778928,129317443.1495453,678916576.5351127,1073095491.9362462,-368311653.3693773,204714531.76606953,677806645.73639,48500.0,21000.0,4200.0,9800.0,6100.0,7400.0,406000000.0,93800000.0,145366666.66666666,78283333.33333333,74616666.66666667,35879134855.39,3025922525.6088834,2081889818.2461653,139855429.5111347,8164668204.053111,12000000000.0,59069725585.051994,2221745247.7573,26772026289.8441,30075954047.45058,56847980337.29468,1.52587890625e-05,1088307975.0272079,-677806645.73639,0.0,410501329.29081786,,420.96961713803955,540.9033151971595,1291.3987971463876,408.78292572072155,860.7078223228401,20.294199732272627,13.218232772825475,5.233878837613366,3.6548539210161692,2.292623718852921,1.0,1.05,0.93,0.88,0.85,711936790.951476,625606268.6885412,523824424.7360471,109563071.12042165,139773941.09922087
2024-05-01,2024,5,2024-Q2,plan,Hiring Freeze (all functions),2155847366.976915,88737581.25000183,0.0,236536290.39706665,2481121238.6239834,2244584948.226917,236536290.39706665,3543.520283879518,17887.339090310685,59530.988350125066,550084.396272248,15358446.214962985,752.983054530963,0.011,2675986025.7716947,0.0807674956592501,678287116.6308098,1802834121.9931736,604138835.8487065,234258821.21496296,229248610.84870642,1067646267.9123759,735187854.0807977,294134833.3333333,104647476.66155417,134373652.9187763,705461677.8235756,1106529004.6613572,-371341150.58055943,219187738.9913761,694713946.8147154,48500.0,21000.0,4200.0,9800.0,6100.0,7400.0,406000000.0,93800000.0,145366666.66666666,78283333.33333333,74616666.66666667,36360811128.78402,3101401548.279979,2108413231.4263415,146417009.06250304,8640194411.87645,12000000000.0,60102407088.940445,2254830240.4888444,27477487967.667675,30370088880.783913,57847576848.451584,1.52587890625e-05,1176390220.2087336,-694713946.8147154,0.0,481676273.3940182,,421.66488268638125,542.237328693169,1298.7005536985735,412.0426181753567,868.8749006260374,20.631084065059085,13.427243012815753,5.33292388220364,3.7323030516308253,2.3446017547798506,1.0,1.05,0.93,0.88,0.85,724950303.498834,637065833.5110329,536755017.89539146,112776980.8893082,144299231.18234825
2024-06-01,2024,6,2024-Q2,plan,Hiring Freeze (all functions),2201777800.5013676,92807229.94544949,0.0,248363104.91691998,2542948135.363737,2294585030.446817,248363104.91691998,3564.4273027120457,18449.389872313583,60364.422187026816,577588.6160858604,15972784.063561505,758.8115119963161,0.011,2706668112.5337176,0.08052519317227234,704173384.8812891,1838774750.482448,606363915.4671497,234873159.0635615,231473690.46714967,1072710764.9978609,766063985.4845872,294134833.3333333,106052365.79228672,139538616.20429984,732577735.0725741,1140468162.232311,-374404176.7477238,234021603.11433125,712025477.9018464,48500.0,21000.0,4200.0,9800.0,6100.0,7400.0,406000000.0,93800000.0,145366666.66666666,78283333.33333333,74616666.66666667,36866519505.47904,3178685169.2046714,2135981615.0801723,153131929.40999165,9118198286.663963,12000000000.0,61163402961.34768,2289113544.490164,28210065702.74025,30664223714.117245,58874289416.8575,1.52587890625e-05,1217733854.596866,-712025477.9018464,0.0,505708376.6950195,,422.36129652230244,543.5746322263398,1306.043595443889,415.3283038753802,877.1194746441342,20.971463331947042,13.638194222931856,5.433299854268674,3.8110122488105396,2.3975184534547367,1.0,1.05,0.93,0.88,0.85,738127870.2375898,648670435.784138,549949801.9515208,116073558.57876384,148956133.94935504
2024-07-01,2024,7,2024-Q3,plan,Hiring Freeze (all functions),2204421296.267509,96972053.24824165,0.0,260781260.16276598,2562174609.6785164,2301393349.5157504,260781260.16276598,3585.484720080406,19011.169521961165,61209.52409764519,606468.0468901534,16611695.426103966,764.7229382430311,0.011,2737847691.694879,0.08028361759275553,727664454.8967469,1834510154.7817695,608605818.2506185,235512070.42610395,233715593.2506184,1077833481.9273407,756676672.8544288,294134833.3333333,107527348.55764721,138272643.42593217,725931377.9861438,1134126074.8693333,-377449402.0149046,248967621.67078927,717408890.7099847,48500.0,21000.0,4200.0,9800.0,6100.0,7400.0,406000000.0,93800000.0,145366666.66666666,78283333.33333333,74616666.66666667,37424362390.82207,3202718262.0981455,2159360692.5867825,160003887.85959873,9586639555.703157,12000000000.0,62213720208.62337,2319364580.446381,28935997080.726395,30958358547.450577,59894355628.17697,1.52587890625e-05,1275251776.0530095,-717408890.7099847,0.0,557842885.3430248,,423.0588605422935,544.9152339107907,1313.4281558148182,418.6401900945809,885.4422797179227,20.897420156906556,13.579511441475232,5.426492595660668,3.8147057307628986,2.4033226745277614,1.0,1.05,0.93,0.88,0.85,736736563.3212036,647472232.1835018,552366382.5907552,117112536.36730759,150733581.80474088
2024-08-01,2024,8,2024-Q3,plan,Hiring Freeze (all functions),2206890045.2950635,101234338.76890828,0.0,273820323.1709043,2581944707.234876,2308124384.063972,273820323.1709043,3606.6937320156053,19572.763058031625,62066.45743501222,636791.4492346612,17276163.243148126,770.7164008120343,0.011,2769535148.6395583,0.08004276673997726,751805737.0178573,1830138970.2170188,610865019.8694489,236176538.2431481,235974794.8694489,1083016352.982046,747122617.234973,294134833.3333333,109154390.30656436,137004321.20664597,719272686.3348913,1127595756.0172787,-380473138.7823057,264028965.79632604,722944518.0257654,48500.0,21000.0,4200.0,9800.0,6100.0,7400.0,406000000.0,93800000.0,145366666.66666666,78283333.33333333,74616666.66666667,37985571417.64208,3227430884.0435953,2183757602.8043647,167036658.96869868,10045555107.932598,12000000000.0,63258557409.61827,2350794261.773063,29655269767.061287,31252493380.78391,60907763147.8452,7.62939453125e-06,1284153544.845783,-722944518.0257654,0.0,561209026.8200176,,423.7575766459768,546.2591418806527,1320.8544695637067,421.978485759578,893.8440581656912,20.82155603954331,13.519729053720713,5.419151896326573,3.8180209520122785,2.4089000331110557,1.0,1.05,0.93,0.88,0.85,735274344.1096064,646211614.2426355,554738102.7718383,118148997.99475546,152516986.17622796
2024-09-01,2024,9,2024-Q3,plan,Hiring Freeze (all functions),2299349759.9355006,105596421.51998667,0.0,287511339.32944953,2692457520.784937,2404946181.4554873,287511339.32944953,3628.055544608888,20134.25358527055,62935.38783910239,668631.0216963943,17967209.77287405,776.7909208772709,0.011,2801741074.379721,0.07980263843975732,783305857.4672196,1909151663.3177173,613220920.2001357,236867584.77287406,238330695.2001357,1088419200.1731455,820732463.1445718,294134833.3333333,110791249.96812275,149043794.09803113,782479919.0146633,1204304075.024954,-383571611.88038236,279734968.00090486,753888105.8197824,48500.0,21000.0,4200.0,9800.0,6100.0,7400.0,406000000.0,93800000.0,145366666.66666666,78283333.33333333,74616666.66666667,38493347418.965866,3365571900.981171,2220015569.9973226,174234095.50797802,10519708245.751476,12000000000.0,64378627565.69852,2394249665.5053005,30437749686.07595,31546628214.11724,61984377900.19319,2.288818359375e-05,1261664107.1435628,-753888105.8197824,0.0,507776001.3237804,,424.45744673611233,547.6063642901175,1328.322772770224,425.34340146300104,902.3255593494329,21.590538393130945,14.008176766400558,5.632137077524545,3.976906270265478,2.5127845543263474,1.0,1.05,0.93,0.88,0.85,763688733.3338639,671209590.5709167,579800435.3065528,124047061.62157874,160603939.10258883
2024-10-01,2024,10,2024-Q4,plan,Hiring Freeze (all functions),2416454379.432052,110060684.50720292,0.0,301886906.29592204,2828401970.235177,2526515063.939255,301886906.29592204,3649.5713740994142,20695.72227166442,63816.48326884982,702062.572781214,18685898.16378901,782.9454758318448,0.011,2834476268.0948715,0.07956323052443805,817722140.7198586,2010679829.5153184,615695771.9240916,237586273.16378897,240805546.92409152,1094087592.0119722,916592237.5033462,294134833.3333333,112272263.30531712,164618320.12938616,864246180.6792772,1303360364.4456608,-386768126.9423147,296233979.4939434,791952551.6658497,48500.0,21000.0,4200.0,9800.0,6100.0,7400.0,406000000.0,93800000.0,145366666.66666666,78283333.33333333,74616666.66666667,39033789231.18314,3535502462.793971,2260359468.25779,181600129.43688482,11015426817.923382,12000000000.0,65584718511.9005,2441959597.694675,31301995866.755226,31840763047.450573,63142758914.205795,3.0517578125e-05,1332394363.8831282,-791952551.6658497,0.0,540441812.2172785,,425.15847271860247,548.9569093134874,1335.8333028488682,428.7351494767746,910.8875397416815,22.581587962037396,14.63982734952674,5.9041288212653,4.178237474070613,2.64382342641913,1.0,1.05,0.93,0.88,0.85,800062787.4583832,703205507.7844356,611237222.5410917,131366199.65297587,170582661.995166
2024-11-01,2024,11,2024-Q4,plan,Hiring Freeze (all functions),2628173315.2361865,114629559.32975157,0.0,316981251.6107182,3059784126.1766562,2742802874.565938,316981251.6107182,3671.242446962727,21257.248328613547,64709.91403461372,737165.7014202748,19433334.090340573,789.1790019374341,0.011,2867751739.710729,0.07932454083286473,860371116.9805334,2199413009.196123,618373083.0344961,238333709.09034055,243482858.03449607,1100189650.1593328,1099223359.0367904,294134833.3333333,113848551.92428418,194091505.75377193,1018980405.2073027,1489386778.4057622,-390163419.3689719,314082720.2299739,856739555.3294638,48500.0,21000.0,4200.0,9800.0,6100.0,7400.0,406000000.0,93800000.0,145366666.66666666,78283333.33333333,74616666.66666667,39575417769.69887,3824730157.7208204,2313218654.802009,189138772.89409012,11558083653.022871,12000000000.0,66958231580.44256,2502357427.6960993,32320976271.96253,32134897880.783905,64455874152.74643,3.0517578125e-05,1398368093.8451848,-856739555.3294638,0.0,541628538.515721,,425.8606565024975,550.3107851452245,1343.3862985565136,432.15394376550944,919.5307629929821,24.442114698080367,15.833742915528793,6.405185704506713,4.542910458651561,2.8787432433016655,1.0,1.05,0.93,0.88,0.85,867411250.9694873,762429455.867825,666859500.4236885,143970689.19785577,187502418.77733013
2024-12-01,2024,12,2024-Q4,plan,Hiring Freeze (all functions),2797791838.4807615,119305526.79057424,0.0,332830314.1912541,3249927679.4625897,2917097365.2713356,332830314.1912541,3693.070000000004,21818.908994022244,65615.85283109831,774023.9864912885,20210667.453954197,795.4903970234476,0.011,2901578712.5204144,0.07908656721036614,901544654.059745,2348383025.402845,621216769.7540259,239111042.45395416,246326544.75402588,1106654356.962006,1241728668.4408388,294134833.3333333,115428301.82828838,217145115.24306035,1140011855.0260668,1635434623.4119906,-393705954.97115177,333040631.6935057,909979750.2495252,48500.0,21000.0,4200.0,9800.0,6100.0,7400.0,406000000.0,93800000.0,145366666.66666666,78283333.33333333,74616666.66666667,40251719707.55237,4062409599.328237,2362277118.149192,196854119.2044475,12135022771.57889,12000000000.0,68449152078.459496,2559131237.3536396,33460988126.988594,32429032714.117237,65890020841.105835,2.288818359375e-05,1586281688.1030293,-909979750.2495252,0.0,676301937.8535041,,426.5640000000005,551.6680000000009,1350.9820000000004,435.6000000000002,928.2560000000017,25.894079999999978,16.761335999999993,6.801192,4.834511999999991,3.0679679999999983,1.0,1.05,0.93,0.88,0.85,920456861.7600002,809085611.9892011,712092317.7171603,154433651.32799977,201723395.68640026
